   91   1 0.26120         344.55844  13      94
   92  18 0.06306         114.85281  14      94
   93  77 0.12949         187.27922  15      77
   94  19 0.07071          42.42641  14     109
   95   1 0.06667          30.00000  13     109
   96   1 0.41091         496.69048  13      63
   97   8 0.15026          84.85281  13      90
   98   1 0.24353         132.42641  13      97
   99   1 0.41493         204.85281  13      81
  100   1 0.53611         973.67532  13      31
  101   7 0.10017          42.42641  13      97
  102   1 0.36378         384.85281  13     170
  103   1 0.35538         492.42641  13     170
  104   1 0.52803         713.96970  13      47
  105   6 0.13931         114.85281  13     101
  106   1 0.24562         187.27922  13     105
  107   1 0.25833          60.00000  13     101
  108   1 0.10883         114.85281  13     137
  109  20 0.06965         229.70563  14     137
  110   5 0.21213          42.42641  13     105
  111   1 0.32559         294.85281  13     110
  112   1 0.37239         252.42641  13      83
  113   1 0.50768         102.42641  13     141
  114   1 0.52262         761.54329  13     141
  115   1 0.49792          84.85281  13     118
  116   1 0.40833          30.00000  13     118
  117  76 0.02837         289.70563  15      93
  118   2 0.48908          42.42641  13     119
  119   3 0.30000          30.00000  13     120
  120   4 0.27574         337.27922  13     110
  121   3 0.17803         157.27922  13     105
  122   1 0.48946         653.96970  13     124
  123   1 0.49193         526.69048  13     124
  124  75 0.00604          72.42641   9     117
  125   1 0.52467          72.42641  13     119
  126   2 0.23570          42.42641  13     121
  127   2 0.06114          42.42641  13     124
  128   1 0.34471         169.70563  13     127
  129   6 0.21260         162.42641  13     117
  130   1 0.02357          42.42641  13     127
  131  74 0.04272          72.42641  15     124
  132   1 0.36667          90.00000  13     121
  133   1 0.37555         199.70563  13     215
  134   1 0.40777         132.42641  13     215
  135   5 0.28650         289.70563  13     129
  136   1 0.35635         614.55844  13     169
  137  21 0.08266         471.83766  14     169
  138  73 0.09665         144.85281  15     131
  139   1 0.47140          42.42641  13     135
  140   1 0.21892         187.27922  13     131
  141   2 0.45202         441.83766  13     143
  142  72 0.02504          84.85281  15     138
  143  71 0.03594          60.00000  15     142
  144   1 0.01667          30.00000  13     145
  145  70 0.03063          72.42641  15     143
  146   1 0.36283         319.70563  13     126
  147  69 0.02357          42.42641  15     145
  148   1 0.24934         162.42641  13     147
  149   1 0.47676        1468.23376  13      66
  150   1 0.37172         416.98485  13     129
  151   1 0.39599         234.85281  13     152
  152   2 0.31501         514.26407  13     120
  153  68 0.00833          60.00000   9     147
  154   1 0.51854          42.42641  13     174
  155   1 0.59259         270.00000  13     174
  156  67 0.12227          42.42641  15     153
  157   1 0.43407         471.83766  13     156
  158   1 0.18856          84.85281  13     152
  159   1 0.32927         701.54329  13     126
  160  66 0.00368          42.42641   9     156
  161   1 0.13333          30.00000  13     163
  162   1 0.56230         581.54329  13     163
  163   2 0.00547          60.00000   7     164
  164  65 0.00453          72.42641   9     160
  165   1 0.46165        1400.95454  13      93
  166  17 0.24023         264.85281  14     142
  167   4 0.49620         616.69048  13     135
  168   1 0.32328         312.42641  13     182
  169  22 0.23022         416.98485  14     182
  170   2 0.36230         776.98485  13     190
  171   7 0.30565        1359.41125  13     190
  172   1 0.58926          42.42641  13     167
  173   1 0.45875         529.70563  13     243
  174   2 0.36000         150.00000  13     243
  175  64 0.00156         144.85281   3     164
  176   1 0.42481         496.69048  13     138
  177   3 0.61038         157.27922  13     167
  178   1 0.02213          72.42641  13     175
  179   1 0.23033         332.13203  13     153
  180   1 0.65697         132.42641  13     181
  181   2 0.56609          72.42641  13     177
  182  23 0.02187         120.00000  14     187
  183  63 0.02438         127.27922  15     175
  184   1 0.50179         888.82251  13     183
  185   1 0.70711          42.42641  13     181
  186   1 0.10340         222.42641  13     191
  187  35 0.04059         132.42641  14     191
  188   1 0.36166         489.41125  13     204
  189   1 0.36332        1296.39610  13     204
  190   8 0.10118         242.13203  13     205
  191  36 0.03727         402.42641  14     205
  192  62 0.04125          84.85281  15     183
  193   1 0.36571          84.85281  13     195
  194  61 0.00604          72.42641   9     192
  195  60 0.00104          30.00000   3     194
  196   1 0.00884          42.42641   7     192
  197  34 0.05317         319.70563  14     187
  198   1 0.18494         284.55844  13     197
  199  59 0.00074          42.42641   3     195
  200  16 0.45450         356.98485  14     166
  201   1 0.63263         314.55844  13     177
  202  33 0.01473          42.42641  14     197
  203   1 0.20000          30.00000  13     202
  204   2 0.06863         174.85281  13     213
  205  37 0.05538         397.27922  14     213
  206   1 0.45596         951.83766  13     235
  207   1 0.47066         953.96970  13     235
  208   2 0.03333          30.00000  13     199
  209   1 0.25858         162.42641  13     183
  210   1 0.48671         501.83766  13     166
  211  32 0.09428          84.85281  14     202
  212   1 0.09537         157.27922  13     211
  213  38 0.04353         114.85281  14     231
  214   1 0.47966         831.83766  13     221
  215   2 0.36771         951.83766  13     221
  216  58 0.02357         127.27922  15     199
  217   1 0.17125         169.70563  13     194
  218   1 0.45212        1125.80736  13     131
  219   1 0.11767         199.70563  13     220
  220  31 0.08299         102.42641  14     211
  221   3 0.07551         132.42641  13     229
  222   1 0.22785         127.27922  13     208
  223   1 0.16623         162.42641  13     225
  224   1 0.14624         157.27922  13     227
  225  28 0.05000          60.00000  14     227
  226  30 0.01179          42.42641  14     220
  227  29 0.03333          60.00000  14     226
  228   1 0.44528         434.55844  13     239
  229  41 0.03417         102.42641  14     239
  230   1 0.12374         169.70563  13     208
  231  39 0.02357         127.27922  14     232
  232  40 0.04409         294.85281  14     229
  233   1 0.19526         102.42641  13     216
  234   1 0.36667          60.00000  13     226
  235   2 0.25744         210.00000  13     236
  236  57 0.04271         349.70563  15     216
  237   2 0.45721         326.98485  13     200
  238   1 0.25037         199.70563  13     231
  239  42 0.06676         157.27922  14     240
  240  43 0.08333          60.00000  14     242
  241  56 0.00147          42.42641   3     236
  242  44 0.01510         132.42641  14     244
  243   3 0.42099         529.70563  13     245
  244  45 0.10000          30.00000  14     245
  245  46 0.10466         162.42641  14     247
  246   1 0.45376        1099.70563  13     248
  247  47 0.01953         102.42641  14     248
  248  48 0.00625          30.00000   8     250
  249   1 0.30625          60.00000  13     258
  250  49 0.00625          30.00000   8     258
  251   1 0.40484        1536.39610  13     253
  252  55 0.01953         102.42641  15     241
  253  54 0.03333          30.00000  15     252
  254   1 0.37222         229.70563  13     237
  255   1 0.24244         302.13203  13     274
  256   1 0.33588         169.70563  13     232
  257   1 0.28333          30.00000  13     244
  258  50 0.03624          72.42641  15     270
  259   1 0.32313         349.70563  13     260
  260  24 0.01699         132.42641  14     274
  261   1 0.22778         180.00000  13     227
  262  15 0.41129         416.98485  14     200
  263   1 0.42151         679.70563  13     237
  264   1 0.20896         114.85281  13     266
  265  23 0.03536          42.42641  14     260
  266  22 0.05000          30.00000  14     265
  267  27 0.07027         259.70563  14     225
  268   1 0.40022         132.42641  13     242
  269   1 0.15499         204.85281  13     272
  270  51 0.03288         174.85281  15     272
  271  53 0.03611         247.27922  15     253
  272  52 0.01467          90.00000  15     271
  273  26 0.03797          72.42641  14     267
  274  25 0.03656         157.27922  14     273
  275   1 0.34118         464.55844  13     237
  276   1 0.40069          42.42641  13     273
  277   1 0.31667         120.00000  13     270
  278   1 0.16604         114.85281  13     271
  279   6 0.05659         114.85281  13     265
  280   1 0.56574         539.11688  13     295
  281   1 0.51086          72.42641  13     295
  282   1 0.24230         174.85281  13     262
  283  14 0.28049         212.13203  14     262
  284   1 0.50768         102.42641  13     291
  285   1 0.57500         240.00000  13     291
  286  21 0.03576         362.13203  14     266
  287   1 0.01797          42.42641  13     286
  288   1 0.42227         217.27922  13     267
  289   1 0.40077         282.42641  13     250
  290  13 0.21967         204.85281  14     283
  291   2 0.43775         504.85281  13     290
  292   1 0.27614          72.42641  13     300
  293   1 0.30641         169.70563  13     300
  294   1 0.39294        1111.24892  13     160
  295   2 0.23726         229.70563  13     296
  296  20 0.01170         132.42641  14     286
  297   1 0.25736         174.85281  13     279
  298  12 0.19445         127.27922  14     290
  299   1 0.30833         150.00000  13     298
  300   2 0.13912         102.42641  13     335
  301   1 0.22954         144.85281  13     335
  302   1 0.18856          42.42641  13     303
  303  19 0.04789         114.85281  14     296
  304   2 0.24393         217.27922  13     283
  305  11 0.04167          30.00000  14     298
  306  13 0.20079         722.13203  14     202
  307   1 0.25927          42.42641  13     304
  308   1 0.13848          42.42641  13     305
  309   1 0.45189         878.52814  13     310
  310  18 0.04142         144.85281  14     303
  311   1 0.07594          72.42641  13     306
  312  10 0.05224         114.85281  14     305
  313   1 0.20291         187.27922  13     336
  314   1 0.16667          30.00000  13     336
  315  17 0.02357          42.42641  14     310
  316   9 0.32998          42.42641  13     312
  317  12 0.21459         891.83766  14     240
  318   1 0.40000         120.00000  13     304
  319   5 0.06904          72.42641  13     315
  320   1 0.29900         102.42641  13     317
  321   5 0.24789         439.70563  13     279
  322  12 0.03078         162.42641  14     306
  323   1 0.40000         120.00000  13     312
  324   1 0.05893          42.42641  13     322
  325  11 0.18862         943.67532  14     241
  326   1 0.16667          30.00000  13     325
  327   8 0.22960         187.27922  13     316
  328   1 0.50280         204.85281  13     327
  329  16 0.07071         212.13203  14     315
  330   1 0.10000          30.00000  13     329
  331   1 0.28313         102.42641  13     319
  332  10 0.23570          42.42641  14     325
  333   7 0.32998          42.42641  13     327
  334   2 0.20000          30.00000  13     332
  335   3 0.19058         386.98485  13     349
  336   2 0.21850         356.98485  13     349
  337   1 0.36387         678.82251  13     339
  338   1 0.38002         581.54329  13     341
  339  12 0.06667          30.00000  14     341
  340   1 0.29463          42.42641  13     343
  341  13 0.13333          60.00000  14     343
  342   1 0.39112         526.69048  13     344
  343  14 0.06667          30.00000  14     344
  344  15 0.07435         174.85281  14     329
  345   1 0.27614         144.85281  13     321
  346  11 0.11966         217.27922  14     317
  347   1 0.34899         222.42641  13     346
  348   1 0.32253         951.83766  13     357
  349   4 0.20389         132.42641  13     357
  350   1 0.43019         367.27922  13     333
  351  10 0.06386          72.42641  14     346
  352  30 0.16006         799.70563  14     252
  353   9 0.34847         259.70563  13     332
  354   8 0.55000          30.00000  13     353
  355   1 0.46412         234.85281  13     354
  356   6 0.35208         144.85281  13     333
  357   5 0.14802         114.85281  13     359
  358   1 0.28497         242.13203  13     360
  359   6 0.15000          60.00000  13     360
  360   7 0.16667          30.00000  13     362
  361   1 0.28947         794.55844  13     363
  362   8 0.20000          60.00000  13     363
  363   9 0.20000          60.00000  13     365
  364  11 0.10679         187.27922  14     339
  365  10 0.14244         294.85281  14     364
  366   1 0.38512         132.42641  13     334
  367   5 0.19526         102.42641  13     356
  368   1 0.23439         379.70563  13     371
  369   5 0.14031         192.42641  13     359
  370   1 0.23832         381.83766  13     369
  371   4 0.13333          30.00000  13     369
  372   9 0.09665          72.42641  13     351
  373   1 0.49889         384.85281  13     367
  374   1 0.32447          72.42641  13     376
  375   3 0.16499          42.42641  13     371
  376   2 0.20833         180.00000  13     375
  377   1 0.22392          84.85281  13     365
  378  11 0.04748         294.85281  14     322
  379   1 0.24853          72.42641  13     372
  380   1 0.20428         127.27922  13     352
  381   2 0.17414         114.85281  13     364
  382   1 0.36241         157.27922  13     351
  383   1 0.36594         464.55844  13     316
  384   1 0.36406         234.85281  13     376
  385   1 0.26667          30.00000  13     381
  386   4 0.19225         379.70563  13     321
  387   1 0.17949          72.42641  13     378
  388  29 0.07363         174.85281  14     352
  389   4 0.32426         157.27922  13     367
  390   1 0.42802          72.42641  13     391
  391   3 0.26667          30.00000  13     389
  392   1 0.24988         272.13203  13     362
  393   4 0.15772         494.55844  13     319
  394   1 0.31667          30.00000  13     393
  395   3 0.28333          60.00000  13     386
  396   1 0.27614         217.27922  13     381
  397  28 0.07917          90.00000  14     388
  398   2 0.55723         114.85281  13     391
  399   1 0.40711        1161.83766  13     247
  400   1 0.12080         199.70563  13     388
  401   7 0.28640         591.83766  13     354
  402   1 0.20711          72.42641  13     398
  403   1 0.26068         157.27922  13     395
  404   1 0.16213         157.27922  13     401
  405   1 0.40026         337.27922  13     356
  406   2 0.28695         132.42641  13     395
  407   1 0.31427         254.55844  13     386
  408  10 0.09439         264.85281  14     378
  409   6 0.12080          84.85281  13     401
  410   5 0.10017          42.42641  13     409
  411   1 0.19445         169.70563  13     398
  412   1 0.35995         397.27922  13     375
  413   1 0.34863          72.42641  13     409
  414   4 0.17949          72.42641  13     410
  415   1 0.28333          30.00000  13     414
  416   1 0.21618         157.27922  13     408
  417   8 0.08575         384.85281  13     372
  418  27 0.08333         180.00000  14     397
  419   1 0.12795         296.98485  13     397
  420   1 0.36763         454.26407  13     393
  421   1 0.38505         259.70563  13     417
  422   1 0.17271         272.13203  13     418
  423   1 0.36083         457.27922  13     389
  424   3 0.11583         474.85281  13     393
  425   3 0.45692         399.41125  13     414
  426   7 0.13566         294.85281  13     417
  427  26 0.04603         282.42641  14     418
  428  25 0.06667          30.00000  14     427
  429   1 0.20000          30.00000  13     428
  430   9 0.11372         474.85281  13     408
  431   1 0.10000          30.00000  13     430
  432   1 0.26667          30.00000  13     433
  433   4 0.23455         247.27922  13     427
  434   1 0.20106         542.13203  13     406
  435   1 0.35355         169.70563  13     426
  436  24 0.04882         102.42641  14     428
  437   8 0.06904          72.42641  13     430
  438   2 0.21667         210.00000  13     424
  439   1 0.15858         132.42641  13     437
  440   6 0.09275         204.85281  13     426
  441   1 0.47689         234.85281  13     436
  442   2 0.28297         459.41125  13     424
  443   1 0.33333          60.00000  13     442
  444   1 0.36534         169.70563  13     452
  445   1 0.33779         192.42641  13     452
  446   1 0.27614          72.42641  13     440
  447   1 0.29168         114.85281  13     438
  448   7 0.05000         120.00000  13     437
  449   2 0.42128         411.83766  13     425
  450   1 0.25384         697.27922  13     406
  451   5 0.04672         187.27922  13     440
  452   2 0.40855         127.27922  13     454
  453   2 0.46667          30.00000  13     454
  454   3 0.23765         626.98485  13     433
  455  23 0.02981         234.85281  14     436
  456   3 0.30000          30.00000  13     455
  457   2 0.31667          60.00000  13     456
  458   1 0.54000         150.00000  13     457
  459   1 0.36770         212.13203  13     442
  460   6 0.06965         114.85281  13     448
  461   1 0.10000          30.00000  13     460
  462  22 0.13333          30.00000  14     455
  463   1 0.45521         427.27922  13     425
  464   1 0.48712         127.27922  13     449
  465   1 0.39462         174.85281  13     448
  466   5 0.10312          84.85281  13     460
  467   1 0.36877         157.27922  13     456
  468   1 0.64498         559.70563  13     457
  469   1 0.44444         180.00000  13     449
  470   1 0.26935         324.85281  13     438
  471   1 0.18597         157.27922  13     466
  472   1 0.39382         254.55844  13     451
  473   1 0.39558         199.70563  13     462
  474   4 0.08457         144.85281  13     466
  475   1 0.39558         399.41125  13     453
  476  21 0.02929         204.85281  14     462
  477   1 0.15000          60.00000  13     476
  478   1 0.45276        1049.11688  13     410
  479   1 0.41942        1550.95454  13     353
  480   3 0.09577         114.85281  13     474
  481   1 0.25565         784.26407  13     453
  482  20 0.01953         102.42641  14     476
  483   1 0.43154        1633.67532  13     334
  484   1 0.41649         187.27922  13     474
  485   1 0.32599         174.85281  13     482
  486  19 0.04882         102.42641  14     482
  487   4 0.08655         499.70563  13     451
  488  18 0.03333          30.00000  14     486
  489   2 0.33119         332.13203  13     480
  490   1 0.36667          60.00000  13     489
  491   3 0.23333          30.00000  13     487
  492   1 0.32848         264.85281  13     488
  493   1 0.42426          42.42641  13     489
  494   1 0.28535         217.27922  13     480
  495   1 0.35899          72.42641  13     491
  496   2 0.40000          30.00000  13     491
  497   1 0.44175         264.85281  13     487
  498   2 0.42924         619.70563  13     486
  499   1 0.49015         144.85281  13     498
  500  17 0.07127         132.42641  14     488
  501   1 0.01875          30.00000  13     500
  502   1 0.44459         362.13203  13     498
  503   1 0.30961         132.42641  13     496
  504  16 0.01354          60.00000  14     500
  505   1 0.56656         402.42641  13     507
  506  15 0.02500          30.00000  14     504
  507   2 0.35838         794.55844  13     504
  508   1 0.39580         217.27922  13     496
  509   1 0.15188          72.42641  13     506
  510   1 0.48871         644.55844  13     507
  511  14 0.03118         192.42641  14     506
  512   1 0.32599         174.85281  13     513
  513   7 0.29117         247.27922  13     511
  514   6 0.26234         144.85281  13     513
  515   1 0.20000         210.00000  13     514
  516  13 0.09333         150.00000  14     511
  517   1 0.42222         360.00000  13     516
  518  12 0.13333          60.00000  14     516
  519   1 0.17949          72.42641  13     518
  520  11 0.09763         102.42641  14     518
  521   5 0.10803         254.55844  13     514
  522   1 0.14811         192.42641  13     521
  523  10 0.20000          30.00000  14     520
  524   1 0.37258         582.42641  13     520
  525   9 0.13807          72.42641  13     523
  526   1 0.53333          60.00000  13     525
  527   1 0.22500          60.00000  13     529
  528   1 0.16543         114.85281  13     530
  529   3 0.14286         210.00000  13     530
  530   4 0.09099         247.27922  13     521
  531   1 0.61850         284.55844  13     538
  532   1 0.61833         307.27922  13     538
  533   2 0.16499          42.42641  13     529
  534   1 0.26678         517.27922  13     533
  535   2 0.22253         157.27922  13     523
  536   8 0.10000          60.00000  13     525
  537   1 0.15000          30.00000  13     533
  538   2 0.50865         157.27922  13     548
  539   1 0.54444         180.00000  13     548
  540   1 0.61283         127.27922  13     535
  541   1 0.40000          90.00000  13     535
  542   1 0.53834         544.26407  13     547
  543   7 0.26877         829.70563  13     536
  544   6 0.06667          30.00000  13     543
  545   1 0.25556         180.00000  13     544
  546   1 0.46312         659.11688  13     551
  547   4 0.17934         132.42641  13     551
  548   3 0.47686         157.27922  13     547
  549   6 0.12582         174.85281  13     536
  550   1 0.35556          90.00000  13     549
  551   5 0.11218         144.85281  13     544
  552   5 0.06667          30.00000  13     549
  553   4 0.04861         132.42641  13     543
  554   3 0.03958          90.00000  13     553
  555   4 0.29289         102.42641  13     552
  556   1 0.33540         277.27922  13     552
  557   2 0.00104          30.00000   1     553
  558   1 0.02812          90.00000  13     557
  559   2 0.33334         506.98485  13     554
  560   1 0.24920         132.42641  13     555
  561   3 0.20000          60.00000  13     555
  562   1 0.44643         217.27922  13     554
  563   1 0.26234          72.42641  13     559
  564   1 0.40051         114.85281  13     559
  565   2 0.25384         102.42641  13     561
  566   1 0.50229         157.27922  13     565
  567   1 0.56987         386.98485  13     557
  568   1 0.40392         277.27922  13     561
  569   1 0.60516         402.42641  13     557
  570   1 0.64617         362.13203  13     565
